Sequence 1,Sequence 2,LCS Value,Time (s)
Seq5,Seq73,1307,1.24945
Seq5,Seq74,1293,1.24777
Seq5,Seq76,1300,1.23794
Seq5,Seq70,0,1.3702
Seq5,Seq71,0,1.35599
Seq5,Seq75,0,1.29696
Seq5,Seq78,1245,1.18882
Seq5,Seq77,0,1.28328
Seq5,Seq79,1366,1.24787
Seq5,Seq80,1310,1.24536
Seq5,Seq81,1413,1.27041
Seq5,Seq82,1317,1.26345
Seq5,Seq83,1404,1.26023
Seq5,Seq84,0,1.34236
Seq5,Seq88,1314,1.27449
Seq5,Seq85,2,1.35761
Seq5,Seq86,0,1.37025
Seq5,Seq92,0,1.29178
Seq5,Seq87,0,1.37496
Seq5,Seq89,0,1.36711
Seq5,Seq90,0,1.37224
Seq5,Seq93,0,1.33354
Seq5,Seq94,0,1.30635
Seq5,Seq91,0,1.36318
Seq5,Seq95,0,1.2996
Seq5,Seq96,0,1.37134
Seq5,Seq105,0,0.60395
Seq5,Seq106,0,0.62065
Seq5,Seq107,0,0.62178
Seq5,Seq108,0,0.62979
Seq5,Seq104,0,0.77272
Seq5,Seq97,0,1.36061
Seq5,Seq110,0,0.72686
Seq5,Seq109,0,0.74418
Seq5,Seq111,0,0.76098
Seq5,Seq98,0,1.36194
Seq5,Seq112,0,0.72144
Seq5,Seq99,0,1.35922
Seq5,Seq124,0,0.1531
Seq5,Seq100,0,1.34934
Seq5,Seq102,0,1.31052
Seq5,Seq101,0,1.35135
Seq5,Seq125,0,0.15278
Seq5,Seq114,0,0.65157
Seq5,Seq115,0,0.64543
Seq5,Seq126,0,0.15332
Seq5,Seq103,0,1.36666
Seq5,Seq116,0,0.69054
Seq5,Seq113,0,0.75252
Seq5,Seq127,0,0.15178
Seq5,Seq128,0,0.15523
Seq5,Seq118,0,0.69087
Seq5,Seq119,0,0.68614
Seq5,Seq120,0,0.68096
Seq5,Seq117,0,0.72255
Seq5,Seq123,0,0.61644
Seq5,Seq121,0,0.76624
Seq5,Seq122,0,0.7642
Seq5,Seq130,0,0.60486
Seq5,Seq132,0,0.61724
Seq5,Seq131,0,0.62068
Seq5,Seq133,0,0.62808
Seq5,Seq129,0,0.76807
Seq5,Seq135,0,0.72657
Seq5,Seq134,0,0.74779
Seq5,Seq140,0,0.64547
Seq5,Seq139,0,0.65463
Seq5,Seq137,0,0.72133
Seq5,Seq136,0,0.7616
Seq5,Seq141,0,0.69121
Seq5,Seq138,0,0.7509
Seq5,Seq142,0,0.72059
Seq5,Seq155,0,0.15362
Seq5,Seq143,0,0.69134
Seq5,Seq144,0,0.68686
Seq5,Seq145,0,0.68351
Seq5,Seq148,0,0.61416
Seq5,Seq147,0,0.76082
Seq5,Seq146,0,0.76435
Seq5,Seq149,0,0.68726
Seq5,Seq154,0,0.60687
Seq5,Seq153,0,0.64734
Seq5,Seq152,0,0.65426
Seq5,Seq156,0,0.59486
Seq5,Seq150,0,0.72252
Seq5,Seq151,0,0.72687
Seq5,Seq162,0,0.44261
Seq5,Seq163,0,0.44344
Seq5,Seq164,0,0.44183
Seq5,Seq158,0,0.84722
Seq5,Seq159,2,0.84446
Seq5,Seq166,0,0.43913
Seq5,Seq161,0,0.84485
Seq5,Seq160,0,0.8553
Seq5,Seq167,0,0.4452
Seq5,Seq170,0,0.43892
Seq5,Seq168,0,0.47628
Seq5,Seq171,0,0.44207
Seq5,Seq172,0,0.44372
Seq5,Seq174,0,0.44139
Seq5,Seq173,0,0.47986
Seq5,Seq165,0,0.87102
Seq5,Seq175,0,0.44215
Seq5,Seq157,0,1.3821
Seq5,Seq178,0,0.45855
Seq5,Seq177,0,0.46053
Seq5,Seq179,0,0.45833
Seq5,Seq180,0,0.46025
Seq5,Seq181,0,0.46241
Seq5,Seq176,0,0.85978
Seq5,Seq169,0,1.3081
Seq6,Seq3,1414,1.3153
Seq6,Seq1,1364,1.36134
Seq6,Seq2,1369,1.33476
Seq6,Seq4,1415,1.3258
Seq6,Seq9,1248,1.21276
Seq6,Seq5,1391,1.33018
Seq6,Seq6,1485,1.34531
Seq6,Seq8,1383,1.31137
Seq6,Seq11,1299,1.26791
Seq6,Seq12,1343,1.3111
Seq6,Seq13,1339,1.31967
Seq6,Seq14,1331,1.32481
Seq6,Seq10,1371,1.3792
Seq6,Seq7,0,1.67708
Seq6,Seq15,1368,1.35891
Seq6,Seq16,1321,1.29612
Seq6,Seq20,1405,1.36393
Seq6,Seq21,1228,1.19615
Seq6,Seq23,1225,1.18698
Seq6,Seq22,1269,1.25347
Seq6,Seq24,1267,1.24634
Seq6,Seq25,1270,1.23375
Seq6,Seq26,1320,1.29869
Seq6,Seq27,1321,1.29596
Seq6,Seq29,1351,1.33239
Seq6,Seq28,1352,1.3884
Seq6,Seq18,1352,1.80408
Seq6,Seq19,1355,1.80296
Seq6,Seq17,1367,1.81366
Seq6,Seq30,1220,1.33635
Seq6,Seq32,1326,1.25587
Seq6,Seq31,1342,1.33251
Seq6,Seq33,1225,1.16629
Seq6,Seq35,1294,1.25043
Seq6,Seq34,1374,1.37394
Seq6,Seq36,1375,1.31372
Seq6,Seq37,1356,1.29952
Seq6,Seq38,1358,1.29552
Seq6,Seq39,1358,1.29703
Seq6,Seq40,1360,1.29544
Seq6,Seq41,1359,1.29254
Seq6,Seq45,1333,1.24876
Seq6,Seq44,1342,1.25243
Seq6,Seq42,1337,1.30879
Seq6,Seq43,1328,1.31236
Seq6,Seq46,1336,1.24847
Seq6,Seq47,1292,1.24149
Seq6,Seq48,1279,1.22778
Seq6,Seq50,1275,1.22701
Seq6,Seq51,1282,1.23758
Seq6,Seq52,1415,1.32334
Seq6,Seq53,1404,1.36135
Seq6,Seq54,1362,1.38335
Seq6,Seq56,1315,1.31332
Seq6,Seq57,1311,1.29937
Seq6,Seq59,1336,1.31316
Seq6,Seq61,1340,1.2632
Seq6,Seq58,1357,1.32977
Seq6,Seq55,1368,1.43684
Seq6,Seq60,1332,1.31533
Seq6,Seq62,1354,1.23599
Seq6,Seq49,1368,1.93235
Seq6,Seq64,1337,1.25183
Seq6,Seq63,2,1.33773
Seq6,Seq65,1349,1.24086
Seq6,Seq66,1354,1.24269
Seq6,Seq67,1335,1.24452
Seq6,Seq68,1332,1.24377
Seq6,Seq69,0,1.3534
Seq6,Seq74,1352,1.23972
Seq6,Seq73,1366,1.25036
Seq6,Seq72,1374,1.25863
Seq6,Seq76,1385,1.2387
Seq6,Seq70,0,1.36845
Seq6,Seq78,1285,1.17819
Seq6,Seq71,0,1.34574
Seq6,Seq75,0,1.29764
Seq6,Seq77,0,1.28629
Seq6,Seq79,1315,1.24441
Seq6,Seq80,1357,1.24473
Seq6,Seq81,1328,1.26995
Seq6,Seq82,1366,1.25096
Seq6,Seq83,1318,1.26117
Seq6,Seq84,0,1.33748
Seq6,Seq88,1375,1.26528
Seq6,Seq85,2,1.35044
Seq6,Seq86,0,1.35542
Seq6,Seq92,0,1.2961
Seq6,Seq87,0,1.37865
Seq6,Seq93,0,1.3214
Seq6,Seq89,0,1.37269
Seq6,Seq90,0,1.37037
Seq6,Seq91,0,1.36595
Seq6,Seq94,0,1.30072
Seq6,Seq95,0,1.29023
Seq6,Seq96,0,1.36518
Seq6,Seq105,0,0.60348
Seq6,Seq106,0,0.62063
Seq6,Seq107,0,0.6215
Seq6,Seq108,0,0.62475
Seq6,Seq104,0,0.76875
Seq6,Seq109,0,0.74421
Seq6,Seq110,0,0.72608
Seq6,Seq97,0,1.36068
Seq6,Seq111,0,0.75796
Seq6,Seq98,0,1.36325
Seq6,Seq112,0,0.71556
Seq6,Seq99,0,1.3581
Seq6,Seq100,0,1.34349
Seq6,Seq124,0,0.15164
Seq6,Seq102,0,1.30123
Seq6,Seq101,0,1.34632
Seq6,Seq125,0,0.15578
Seq6,Seq115,0,0.64857
Seq6,Seq114,0,0.6516
Seq6,Seq126,0,0.15298
Seq6,Seq116,0,0.68892
Seq6,Seq103,0,1.36022
Seq6,Seq113,0,0.74961
Seq6,Seq127,0,0.15345
Seq6,Seq128,0,0.15335
Seq6,Seq118,0,0.68738
Seq6,Seq119,0,0.68423
Seq6,Seq117,0,0.71672
Seq6,Seq120,0,0.68194
Seq6,Seq123,0,0.61535
Seq6,Seq121,0,0.76156
Seq6,Seq122,0,0.76023
Seq6,Seq130,0,0.60631
Seq6,Seq131,0,0.62129
Seq6,Seq132,0,0.62102
Seq6,Seq133,0,0.62612
Seq6,Seq129,0,0.76895
Seq6,Seq135,0,0.72254
Seq6,Seq134,0,0.74504
Seq6,Seq137,0,0.71785
Seq6,Seq139,0,0.65297
Seq6,Seq140,0,0.64305
Seq6,Seq136,0,0.75899
Seq6,Seq141,0,0.68892
Seq6,Seq138,0,0.74946
Seq6,Seq142,0,0.71457
Seq6,Seq155,0,0.15355
Seq6,Seq143,0,0.68828
Seq6,Seq144,0,0.68332
Seq6,Seq148,0,0.61441
Seq6,Seq145,0,0.68422
Seq6,Seq146,0,0.7616
Seq6,Seq147,0,0.76356
Seq6,Seq154,0,0.61469
Seq6,Seq149,0,0.68692
Seq6,Seq152,0,0.6525
Seq6,Seq156,0,0.58575
Seq6,Seq153,0,0.64616
Seq6,Seq150,0,0.71836
Seq6,Seq151,0,0.72606
Seq6,Seq162,0,0.43997
Seq6,Seq163,0,0.44315
Seq6,Seq164,0,0.44076
Seq6,Seq158,0,0.84417
Seq6,Seq159,2,0.84196
Seq6,Seq166,0,0.44066
Seq6,Seq161,0,0.84381
Seq6,Seq160,0,0.85439
Seq6,Seq167,0,0.44034
Seq6,Seq170,0,0.44229
Seq6,Seq168,0,0.47591
Seq6,Seq171,0,0.44125
Seq6,Seq172,0,0.44086
Seq6,Seq174,0,0.44249
Seq6,Seq173,0,0.47778
Seq6,Seq165,0,0.87124
Seq6,Seq175,0,0.43981
Seq6,Seq157,0,1.38447
Seq6,Seq177,0,0.45872
Seq6,Seq178,0,0.4602
Seq6,Seq179,0,0.45875
Seq6,Seq180,0,0.46119
Seq6,Seq181,0,0.45543
Seq6,Seq176,0,0.84043
Seq6,Seq169,0,1.31297
Seq7,Seq3,0,1.68399
Seq7,Seq2,0,1.69431
Seq7,Seq4,0,1.6841
Seq7,Seq1,0,1.72734
Seq7,Seq9,0,1.53526
Seq7,Seq5,0,1.6859
Seq7,Seq6,0,1.67943
Seq7,Seq11,0,1.59947
Seq7,Seq8,0,1.67961
Seq7,Seq13,0,1.66525
Seq7,Seq14,0,1.67574
Seq7,Seq12,0,1.68677
Seq7,Seq10,0,1.74387
Seq7,Seq7,1729,1.81612
Seq7,Seq15,0,1.71304
Seq7,Seq16,0,1.64511
Seq7,Seq21,0,1.52379
Seq7,Seq20,0,1.72976
Seq7,Seq23,0,1.50669
Seq7,Seq22,0,1.58188
Seq7,Seq25,0,1.56431
Seq7,Seq24,0,1.58042
Seq7,Seq26,0,1.64292
Seq7,Seq27,0,1.63227
Seq7,Seq29,0,1.68992
Seq7,Seq30,0,1.69991
Seq7,Seq28,0,1.75861
Seq7,Seq18,0,2.27812
Seq7,Seq19,0,2.28467
Seq7,Seq17,0,2.29672
Seq7,Seq32,0,1.59413
Seq7,Seq31,0,1.68508
Seq7,Seq33,0,1.48627
Seq7,Seq35,0,1.59118
Seq7,Seq36,0,1.66658
Seq7,Seq34,0,1.73815
Seq7,Seq37,0,1.64639
Seq7,Seq38,0,1.63906
Seq7,Seq40,0,1.64147
Seq7,Seq39,0,1.6492
Seq7,Seq41,0,1.62279
Seq7,Seq42,0,1.6522
Seq7,Seq43,0,1.6799
Seq7,Seq44,0,1.58899
Seq7,Seq45,0,1.58391
Seq7,Seq46,0,1.5876
Seq7,Seq47,0,1.57939
Seq7,Seq48,0,1.55481
Seq7,Seq50,0,1.55472
Seq7,Seq51,0,1.57533
Seq7,Seq52,0,1.6824
Seq7,Seq53,0,1.72837
Seq7,Seq54,0,1.74727
Seq7,Seq56,0,1.65669
Seq7,Seq57,0,1.64556
Seq7,Seq63,1276,1.44766
Seq7,Seq62,0,1.57195
Seq7,Seq61,0,1.58942
Seq7,Seq58,0,1.68501
Seq7,Seq55,0,1.82273
Seq7,Seq59,0,1.67326
Seq7,Seq60,0,1.66223
Seq7,Seq64,0,1.59204
Seq7,Seq49,0,2.44594
Seq7,Seq65,0,1.57682
Seq7,Seq66,0,1.58529
Seq7,Seq69,1291,1.45353
Seq7,Seq67,0,1.58541
Seq7,Seq70,1306,1.47181
Seq7,Seq68,0,1.58401
Seq7,Seq71,1296,1.45701
Seq7,Seq75,1251,1.40372
Seq7,Seq77,1244,1.38421
Seq7,Seq72,0,1.58744
Seq7,Seq78,0,1.49097
Seq7,Seq74,0,1.5608
Seq7,Seq73,0,1.58234
Seq7,Seq76,0,1.5649
Seq7,Seq79,0,1.56705
Seq7,Seq80,0,1.59905
Seq7,Seq81,0,1.59792
Seq7,Seq84,1287,1.44016
Seq7,Seq82,0,1.58961
Seq7,Seq85,1300,1.4531
Seq7,Seq86,1309,1.45186
Seq7,Seq87,1314,1.47026
Seq7,Seq83,0,1.59141
Seq7,Seq89,1311,1.47235
Seq7,Seq92,1254,1.39612
Seq7,Seq93,1263,1.42685
Seq7,Seq94,1255,1.40681
Seq7,Seq90,1314,1.46493
Seq7,Seq88,0,1.59174
Seq7,Seq91,1316,1.45976
Seq7,Seq95,1245,1.38544
Seq7,Seq96,1318,1.46398
Seq7,Seq105,596,0.64207
Seq7,Seq107,606,0.65978
Seq7,Seq106,607,0.66361
Seq7,Seq108,609,0.66745
Seq7,Seq104,692,0.82272
Seq7,Seq110,672,0.77485
Seq7,Seq109,691,0.79399
Seq7,Seq111,700,0.81028
Seq7,Seq112,666,0.76512
Seq7,Seq97,1312,1.45033
Seq7,Seq98,1312,1.45038
Seq7,Seq99,1312,1.45436
Seq7,Seq100,1302,1.43951
Seq7,Seq102,1262,1.39757
Seq7,Seq101,1302,1.43796
Seq7,Seq103,1312,1.44908
Seq7,Seq114,629,0.6944
Seq7,Seq115,625,0.6961
Seq7,Seq124,177,0.15763
Seq7,Seq125,177,0.1585
Seq7,Seq126,177,0.1588
Seq7,Seq113,694,0.79965
Seq7,Seq116,651,0.73314
Seq7,Seq127,177,0.15856
Seq7,Seq128,177,0.15571
Seq7,Seq117,674,0.76372
Seq7,Seq118,650,0.73379
Seq7,Seq119,650,0.72981
Seq7,Seq120,646,0.72752
Seq7,Seq123,601,0.655
Seq7,Seq121,701,0.81231
Seq7,Seq122,702,0.81054
Seq7,Seq130,596,0.6433
Seq7,Seq131,607,0.66138
Seq7,Seq132,606,0.65906
Seq7,Seq133,609,0.66574
Seq7,Seq129,692,0.81994
Seq7,Seq135,672,0.77476
Seq7,Seq134,691,0.79531
Seq7,Seq140,625,0.68853
Seq7,Seq136,700,0.80951
Seq7,Seq139,629,0.69642
Seq7,Seq137,666,0.76339
Seq7,Seq138,694,0.80015
Seq7,Seq141,651,0.73516
Seq7,Seq155,177,0.1584
Seq7,Seq143,650,0.73183
Seq7,Seq142,674,0.76514
Seq7,Seq144,650,0.72905
Seq7,Seq148,601,0.65411
Seq7,Seq145,646,0.72688
Seq7,Seq146,701,0.8147
Seq7,Seq147,702,0.81207
Seq7,Seq154,601,0.65621
Seq7,Seq149,651,0.7347
Seq7,Seq153,625,0.68862
Seq7,Seq156,584,0.62269
Seq7,Seq152,629,0.69623
Seq7,Seq150,666,0.76478
Seq7,Seq151,672,0.77452
Seq7,Seq162,473,0.46299
Seq7,Seq163,473,0.46466
Seq7,Seq158,755,0.89989
Seq7,Seq164,473,0.46646
Seq7,Seq166,473,0.46337
Seq7,Seq167,473,0.46574
Seq7,Seq170,472,0.46571
Seq7,Seq171,473,0.46566
Seq7,Seq168,499,0.50147
Seq7,Seq172,472,0.46414
Seq7,Seq159,756,0.90609
Seq7,Seq161,753,0.90028
Seq7,Seq160,765,0.91378
Seq7,Seq174,470,0.46382
Seq7,Seq173,504,0.50723
Seq7,Seq175,472,0.4617
Seq7,Seq165,775,0.9266
Seq7,Seq177,490,0.49009
Seq7,Seq157,1012,1.4835
Seq7,Seq178,490,0.48748
Seq7,Seq179,490,0.48804
Seq7,Seq180,490,0.48527
Seq7,Seq181,490,0.48443
Seq7,Seq176,763,0.90371
Seq7,Seq169,982,1.40796
Seq8,Seq1,1403,1.3657
Seq8,Seq2,1381,1.33411
Seq8,Seq3,1392,1.32582
Seq8,Seq4,1393,1.32695
Seq8,Seq5,1379,1.33033
Seq8,Seq6,1383,1.3248
Seq8,Seq9,1279,1.20468
Seq8,Seq8,1485,1.32303
Seq8,Seq11,1309,1.26374
Seq8,Seq12,1357,1.31354
Seq8,Seq13,1355,1.31088
Seq8,Seq14,1347,1.31834
Seq8,Seq10,1401,1.37733
Seq8,Seq7,0,1.67475
Seq8,Seq15,1388,1.3605
Seq8,Seq16,1354,1.29526
Seq8,Seq21,1236,1.18613
Seq8,Seq20,1422,1.36821
Seq8,Seq23,1236,1.18506
Seq8,Seq22,1279,1.24627
Seq8,Seq24,1278,1.243
Seq8,Seq25,1280,1.2301
Seq8,Seq26,1350,1.29552
Seq8,Seq27,1351,1.29625
Seq8,Seq29,1396,1.33652
Seq8,Seq28,1374,1.37696
Seq8,Seq18,1373,1.80092
Seq8,Seq17,1388,1.82151
Seq8,Seq19,1377,1.80758
Seq8,Seq30,1225,1.33433
Seq8,Seq32,1368,1.25463
Seq8,Seq31,1362,1.33513
Seq8,Seq33,1264,1.16676
Seq8,Seq35,1301,1.24875
Seq8,Seq34,1383,1.37018
Seq8,Seq36,1417,1.31162
Seq8,Seq37,1369,1.29639
Seq8,Seq38,1374,1.29235
Seq8,Seq39,1368,1.29931
Seq8,Seq40,1376,1.29627
Seq8,Seq41,1370,1.29535
Seq8,Seq44,1326,1.25483
Seq8,Seq45,1322,1.24348
Seq8,Seq42,1348,1.30051
Seq8,Seq43,1343,1.30551
Seq8,Seq46,1325,1.24742
Seq8,Seq47,1287,1.24179
Seq8,Seq48,1275,1.22956
Seq8,Seq50,1271,1.22512
Seq8,Seq51,1278,1.23402
Seq8,Seq52,1393,1.32944
Seq8,Seq53,1427,1.35964
Seq8,Seq54,1399,1.37869
Seq8,Seq56,1350,1.31378
Seq8,Seq57,1328,1.29921
Seq8,Seq61,1327,1.25804
Seq8,Seq59,1363,1.31368
Seq8,Seq60,1362,1.31028
Seq8,Seq58,1379,1.33003
Seq8,Seq55,1406,1.43197
Seq8,Seq62,1303,1.23762
Seq8,Seq49,1413,1.93333
Seq8,Seq64,1322,1.25361
Seq8,Seq63,2,1.33738
Seq8,Seq65,1303,1.23975
Seq8,Seq66,1306,1.2441
Seq8,Seq67,1320,1.24925
Seq8,Seq68,1322,1.2511
Seq8,Seq69,0,1.38261
Seq8,Seq74,1290,1.22811
Seq8,Seq72,1318,1.25896
Seq8,Seq73,1314,1.24534
Seq8,Seq78,1242,1.17812
Seq8,Seq76,1300,1.24367
Seq8,Seq70,0,1.36836
Seq8,Seq75,0,1.29189
Seq8,Seq71,0,1.35252
Seq8,Seq77,0,1.32789
Seq8,Seq79,1314,1.24618
Seq8,Seq80,1308,1.24298
Seq8,Seq81,1323,1.26865
Seq8,Seq82,1313,1.2519
Seq8,Seq83,1312,1.25994
Seq8,Seq84,0,1.33902
Seq8,Seq88,1310,1.25887
Seq8,Seq85,2,1.36866
Seq8,Seq86,0,1.35643
Seq8,Seq92,0,1.29815
Seq8,Seq87,0,1.37829
Seq8,Seq89,0,1.37063
Seq8,Seq90,0,1.3685
Seq8,Seq93,0,1.32298
Seq8,Seq91,0,1.36588
Seq8,Seq94,0,1.30176
Seq8,Seq95,0,1.29561
Seq8,Seq96,0,1.36131
Seq8,Seq105,0,0.60507
Seq8,Seq107,0,0.62093
Seq8,Seq106,0,0.62191
Seq8,Seq108,0,0.62492
Seq8,Seq104,0,0.76778
Seq8,Seq97,0,1.35559
Seq8,Seq110,0,0.72321
Seq8,Seq109,0,0.78052
Seq8,Seq98,0,1.3546
Seq8,Seq111,0,0.76039
Seq8,Seq99,0,1.35825
Seq8,Seq112,0,0.71547
Seq8,Seq124,0,0.15424
Seq8,Seq100,0,1.33637
Seq8,Seq101,0,1.34391
Seq8,Seq125,0,0.15281
Seq8,Seq115,0,0.63618
Seq8,Seq126,0,0.15275
Seq8,Seq102,0,1.30681
Seq8,Seq114,0,0.65137
Seq8,Seq116,0,0.68881
Seq8,Seq103,0,1.35569
Seq8,Seq113,0,0.74968
Seq8,Seq127,0,0.15274
Seq8,Seq128,0,0.15285
Seq8,Seq118,0,0.67697
Seq8,Seq119,0,0.68438
Seq8,Seq117,0,0.71922
Seq8,Seq120,0,0.67213
Seq8,Seq123,0,0.61742
Seq8,Seq121,0,0.75046
Seq8,Seq122,0,0.79999
Seq8,Seq131,0,0.62243
Seq8,Seq132,0,0.61964
Seq8,Seq130,0,0.63953
Seq8,Seq133,0,0.62344
Seq8,Seq129,0,0.76987
Seq8,Seq135,0,0.72649
Seq8,Seq134,0,0.78051
Seq8,Seq139,0,0.65169
Seq8,Seq140,0,0.64623
Seq8,Seq137,0,0.71794
Seq8,Seq141,0,0.68978
Seq8,Seq138,0,0.74896
Seq8,Seq136,0,0.79757
Seq8,Seq143,0,0.68673
Seq8,Seq142,0,0.71765
Seq8,Seq155,0,0.15286
Seq8,Seq144,0,0.68431
Seq8,Seq148,0,0.61321
Seq8,Seq145,0,0.68613
Seq8,Seq146,0,0.76075
Seq8,Seq147,0,0.76295
Seq8,Seq149,0,0.69053
Seq8,Seq154,0,0.61529
Seq8,Seq153,0,0.64673
Seq8,Seq152,0,0.65207
Seq8,Seq156,0,0.62207
Seq8,Seq150,0,0.71744
Seq8,Seq151,0,0.71499
Seq8,Seq162,0,0.44048
Seq8,Seq163,0,0.43807
Seq8,Seq164,0,0.43983
Seq8,Seq158,0,0.84269
Seq8,Seq159,2,0.84406
Seq8,Seq166,0,0.44129
Seq8,Seq160,0,0.8557
Seq8,Seq167,0,0.44082
Seq8,Seq161,0,0.84466
Seq8,Seq171,0,0.42998
Seq8,Seq170,0,0.44016
Seq8,Seq172,0,0.43811
Seq8,Seq168,0,0.51595
Seq8,Seq174,0,0.44118
Seq8,Seq173,0,0.50791
Seq8,Seq175,0,0.4382
Seq8,Seq165,0,0.86891
Seq8,Seq157,0,1.36868
Seq8,Seq177,0,0.4614
Seq8,Seq178,0,0.46243
Seq8,Seq179,0,0.45895
Seq8,Seq180,0,0.45852
Seq8,Seq181,0,0.46105
Seq8,Seq176,0,0.87787
Seq8,Seq169,0,1.31101
Seq9,Seq2,1269,1.21085
Seq9,Seq1,1336,1.23086
Seq9,Seq3,1245,1.20033
Seq9,Seq4,1247,1.20619
Seq9,Seq9,1356,1.09564
Seq9,Seq5,1239,1.2058
Seq9,Seq6,1248,1.19346
Seq9,Seq8,1279,1.20036
Seq9,Seq11,1211,1.14762
Seq9,Seq12,1245,1.19059
Seq9,Seq13,1241,1.19231
Seq9,Seq10,1337,1.24771
Seq9,Seq14,1247,1.1963
Seq9,Seq7,0,1.52582
Seq9,Seq15,1272,1.23137
Seq9,Seq16,1261,1.1723
Seq9,Seq21,1205,1.07436
Seq9,Seq20,1278,1.23602
Seq9,Seq23,1202,1.07523
Seq9,Seq22,1251,1.13234
Seq9,Seq24,1250,1.12716
Seq9,Seq25,1199,1.1185
Seq9,Seq26,1257,1.17522
Seq9,Seq27,1258,1.17892
Seq9,Seq18,1268,1.62562
Seq9,Seq29,1315,1.21505
Seq9,Seq28,1233,1.24915
Seq9,Seq17,1285,1.64713
Seq9,Seq19,1273,1.64224
Seq9,Seq30,1116,1.21456
Seq9,Seq32,1249,1.13481
Seq9,Seq31,1248,1.20963
Seq9,Seq33,1208,1.05709
Seq9,Seq35,1210,1.12772
Seq9,Seq34,1250,1.24482
Seq9,Seq36,1267,1.18868
Seq9,Seq37,1250,1.17527
Seq9,Seq38,1249,1.17366
Seq9,Seq39,1256,1.17827
Seq9,Seq40,1256,1.1759
Seq9,Seq44,1224,1.1376
Seq9,Seq45,1216,1.1311
Seq9,Seq41,1253,1.17113
Seq9,Seq42,1250,1.18012
Seq9,Seq43,1244,1.17842
Seq9,Seq46,1219,1.13304
Seq9,Seq47,1205,1.12568
Seq9,Seq48,1194,1.11058
Seq9,Seq50,1192,1.10856
Seq9,Seq51,1194,1.12222
Seq9,Seq52,1247,1.20158
Seq9,Seq53,1276,1.23269
Seq9,Seq54,1311,1.2524
Seq9,Seq56,1298,1.19175
Seq9,Seq61,1209,1.13797
Seq9,Seq57,1249,1.17882
Seq9,Seq58,1271,1.2065
Seq9,Seq59,1249,1.18346
Seq9,Seq60,1249,1.19123
Seq9,Seq55,1251,1.30607
Seq9,Seq49,1250,1.75398
Seq9,Seq62,1209,1.12278
Seq9,Seq64,1205,1.13569
Seq9,Seq63,2,1.21308
Seq9,Seq65,1201,1.1213
Seq9,Seq66,1205,1.13356
Seq9,Seq67,1207,1.1285
Seq9,Seq68,1207,1.12757
Seq9,Seq72,1213,1.13534
Seq9,Seq74,1208,1.11012
Seq9,Seq69,0,1.23794
Seq9,Seq73,1214,1.13067
Seq9,Seq78,1201,1.06667
Seq9,Seq76,1208,1.11859
Seq9,Seq70,0,1.24265
Seq9,Seq75,0,1.17023
Seq9,Seq71,0,1.22984
Seq9,Seq77,0,1.1668
Seq9,Seq79,1203,1.13001
Seq9,Seq80,1207,1.1272
Seq9,Seq81,1222,1.14723
Seq9,Seq82,1208,1.13779
Seq9,Seq83,1203,1.14139
Seq9,Seq84,0,1.21464
Seq9,Seq88,1210,1.15085
Seq9,Seq85,2,1.22256
Seq9,Seq86,0,1.22669
Seq9,Seq92,0,1.17615
Seq9,Seq87,0,1.24651
Seq9,Seq93,0,1.2033
Seq9,Seq89,0,1.24197
Seq9,Seq90,0,1.24538
Seq9,Seq91,0,1.23814
Seq9,Seq94,0,1.17747
Seq9,Seq95,0,1.17902
Seq9,Seq96,0,1.2355
Seq9,Seq105,0,0.54898
Seq9,Seq106,0,0.56198
Seq9,Seq107,0,0.56057
Seq9,Seq108,0,0.56667
Seq9,Seq104,0,0.69897
Seq9,Seq97,0,1.22639
Seq9,Seq110,0,0.65565
Seq9,Seq109,0,0.6766
Seq9,Seq98,0,1.22666
Seq9,Seq111,0,0.68947
Seq9,Seq99,0,1.23366
Seq9,Seq112,0,0.65331
Seq9,Seq100,0,1.2221
Seq9,Seq124,0,0.13841
Seq9,Seq101,0,1.22076
Seq9,Seq102,0,1.17949
Seq9,Seq125,0,0.1385
Seq9,Seq115,0,0.58533
Seq9,Seq114,0,0.59269
Seq9,Seq103,0,1.22637
Seq9,Seq126,0,0.13828
Seq9,Seq113,0,0.68277
Seq9,Seq116,0,0.62441
Seq9,Seq127,0,0.1379
Seq9,Seq128,0,0.13828
Seq9,Seq118,0,0.62235
Seq9,Seq119,0,0.61908
Seq9,Seq117,0,0.65263
Seq9,Seq120,0,0.61901
Seq9,Seq123,0,0.55881
Seq9,Seq121,0,0.69177
Seq9,Seq122,0,0.69125
Seq9,Seq130,0,0.54738
Seq9,Seq131,0,0.56325
Seq9,Seq132,0,0.56047
Seq9,Seq133,0,0.56739
Seq9,Seq129,0,0.69589
Seq9,Seq135,0,0.65716
Seq9,Seq134,0,0.67829
Seq9,Seq139,0,0.591
Seq9,Seq137,0,0.65124
Seq9,Seq140,0,0.58576
Seq9,Seq136,0,0.68847
Seq9,Seq141,0,0.62608
Seq9,Seq138,0,0.67759
Seq9,Seq155,0,0.13954
Seq9,Seq143,0,0.63156
Seq9,Seq142,0,0.65294
Seq9,Seq144,0,0.61904
Seq9,Seq148,0,0.54999
Seq9,Seq145,0,0.61923
Seq9,Seq146,0,0.69086
Seq9,Seq147,0,0.68942
Seq9,Seq149,0,0.62375
Seq9,Seq154,0,0.55832
Seq9,Seq156,0,0.53196
