Sequence 1,Sequence 2,LCS Value,Time (s)
Seq171,Seq107,343,0.17088
Seq171,Seq108,343,0.17209
Seq171,Seq104,364,0.21311
Seq171,Seq110,362,0.1995
Seq171,Seq109,372,0.20507
Seq171,Seq111,376,0.20953
Seq171,Seq112,362,0.19718
Seq171,Seq97,454,0.37537
Seq171,Seq98,454,0.37545
Seq171,Seq99,454,0.37552
Seq171,Seq100,454,0.3726
Seq171,Seq101,454,0.37337
Seq171,Seq102,450,0.36976
Seq171,Seq103,454,0.37547
Seq171,Seq124,160,0.04088
Seq171,Seq114,343,0.17905
Seq171,Seq115,348,0.17821
Seq171,Seq125,160,0.04135
Seq171,Seq126,160,0.04134
Seq171,Seq116,356,0.18865
Seq171,Seq127,160,0.04093
Seq171,Seq113,367,0.20649
Seq171,Seq128,160,0.04112
Seq171,Seq117,364,0.19876
Seq171,Seq118,352,0.18947
Seq171,Seq119,354,0.18859
Seq171,Seq120,359,0.19035
Seq171,Seq121,376,0.20943
Seq171,Seq123,337,0.1689
Seq171,Seq122,378,0.20985
Seq171,Seq130,340,0.16532
Seq171,Seq131,343,0.17097
Seq171,Seq132,343,0.17018
Seq171,Seq133,343,0.17173
Seq171,Seq129,364,0.21134
Seq171,Seq134,372,0.20499
Seq171,Seq135,362,0.20004
Seq171,Seq137,362,0.19733
Seq171,Seq139,343,0.17943
Seq171,Seq140,348,0.17726
Seq171,Seq136,376,0.20932
Seq171,Seq138,367,0.20783
Seq171,Seq141,356,0.18912
Seq171,Seq155,160,0.04143
Seq171,Seq142,364,0.19748
Seq171,Seq143,352,0.18975
Seq171,Seq144,354,0.18839
Seq171,Seq148,337,0.16859
Seq171,Seq145,359,0.18702
Seq171,Seq146,376,0.20972
Seq171,Seq147,378,0.20906
Seq171,Seq154,337,0.16852
Seq171,Seq149,356,0.18905
Seq171,Seq153,348,0.17724
Seq171,Seq152,343,0.17938
Seq171,Seq156,336,0.16261
Seq171,Seq150,362,0.1974
Seq171,Seq151,362,0.19942
Seq171,Seq162,468,0.11967
Seq171,Seq163,468,0.1236
Seq171,Seq158,468,0.2313
Seq171,Seq164,468,0.12006
Seq171,Seq166,465,0.12046
Seq171,Seq167,463,0.11989
Seq171,Seq170,471,0.12113
Seq171,Seq171,477,0.1202
Seq171,Seq159,468,0.23178
Seq171,Seq172,472,0.12027
Seq171,Seq160,468,0.23618
Seq171,Seq168,457,0.14961
Seq171,Seq161,468,0.23167
Seq171,Seq173,469,0.13086
Seq171,Seq174,469,0.12069
Seq171,Seq175,473,0.1208
Seq171,Seq165,472,0.239
Seq171,Seq157,470,0.38321
Seq171,Seq177,455,0.12569
Seq171,Seq178,455,0.12624
Seq171,Seq179,455,0.12715
Seq171,Seq180,455,0.12582
Seq171,Seq181,455,0.12587
Seq171,Seq176,467,0.23223
Seq171,Seq169,475,0.36257
Seq172,Seq3,0,0.43966
Seq172,Seq2,0,0.4486
Seq172,Seq1,0,0.45482
Seq172,Seq4,0,0.44242
Seq172,Seq9,0,0.40152
Seq172,Seq5,0,0.4429
Seq172,Seq6,0,0.44199
Seq172,Seq11,0,0.42154
Seq172,Seq8,0,0.44118
Seq172,Seq7,472,0.47113
Seq172,Seq12,0,0.44219
Seq172,Seq10,0,0.45921
Seq172,Seq13,0,0.43751
Seq172,Seq14,0,0.44074
Seq172,Seq15,0,0.45376
Seq172,Seq16,0,0.43249
Seq172,Seq21,0,0.39509
Seq172,Seq23,0,0.39734
Seq172,Seq22,0,0.41584
Seq172,Seq20,0,0.45497
Seq172,Seq25,0,0.41029
Seq172,Seq24,0,0.4164
Seq172,Seq26,0,0.43215
Seq172,Seq27,0,0.43449
Seq172,Seq29,0,0.44335
Seq172,Seq30,0,0.4446
Seq172,Seq28,0,0.45968
Seq172,Seq18,0,0.59849
Seq172,Seq19,0,0.60056
Seq172,Seq17,0,0.60356
Seq172,Seq32,0,0.41928
Seq172,Seq31,0,0.44623
Seq172,Seq33,0,0.38862
Seq172,Seq35,0,0.42048
Seq172,Seq34,0,0.4584
Seq172,Seq37,0,0.43206
Seq172,Seq36,0,0.43737
Seq172,Seq38,0,0.43317
Seq172,Seq39,0,0.43348
Seq172,Seq40,0,0.432
Seq172,Seq41,0,0.43208
Seq172,Seq42,0,0.43328
Seq172,Seq43,0,0.43373
Seq172,Seq44,0,0.41788
Seq172,Seq45,0,0.4149
Seq172,Seq46,0,0.43591
Seq172,Seq47,0,0.41321
Seq172,Seq48,0,0.41067
Seq172,Seq50,0,0.40969
Seq172,Seq51,0,0.41278
Seq172,Seq52,0,0.44059
Seq172,Seq53,0,0.4556
Seq172,Seq54,0,0.45774
Seq172,Seq57,0,0.42932
Seq172,Seq56,0,0.44043
Seq172,Seq63,452,0.37427
Seq172,Seq58,0,0.44173
Seq172,Seq61,0,0.41947
Seq172,Seq59,0,0.43786
Seq172,Seq55,0,0.47953
Seq172,Seq62,0,0.41079
Seq172,Seq60,0,0.43608
Seq172,Seq49,0,0.6418
Seq172,Seq64,0,0.4221
Seq172,Seq65,0,0.41212
Seq172,Seq66,0,0.41742
Seq172,Seq69,453,0.37659
Seq172,Seq67,0,0.41541
Seq172,Seq68,0,0.41377
Seq172,Seq71,456,0.38105
Seq172,Seq70,455,0.38235
Seq172,Seq75,449,0.363
Seq172,Seq77,447,0.35681
Seq172,Seq72,0,0.41717
Seq172,Seq74,0,0.40748
Seq172,Seq73,0,0.41293
Seq172,Seq78,0,0.39363
Seq172,Seq76,0,0.41359
Seq172,Seq79,0,0.4142
Seq172,Seq80,0,0.41429
Seq172,Seq81,0,0.41955
Seq172,Seq84,452,0.37147
Seq172,Seq82,0,0.4159
Seq172,Seq85,455,0.37808
Seq172,Seq83,0,0.41663
Seq172,Seq87,455,0.37999
Seq172,Seq86,452,0.38343
Seq172,Seq89,455,0.37847
Seq172,Seq92,450,0.35996
Seq172,Seq93,450,0.3678
Seq172,Seq90,457,0.38229
Seq172,Seq94,451,0.35983
Seq172,Seq88,0,0.41821
Seq172,Seq91,455,0.37835
Seq172,Seq95,452,0.35851
Seq172,Seq96,455,0.37869
Seq172,Seq105,337,0.16523
Seq172,Seq106,344,0.17065
Seq172,Seq107,344,0.1705
Seq172,Seq108,344,0.17239
Seq172,Seq104,363,0.21091
Seq172,Seq110,360,0.20311
Seq172,Seq109,371,0.20544
Seq172,Seq111,375,0.20934
Seq172,Seq112,361,0.19786
Seq172,Seq97,454,0.37508
Seq172,Seq98,454,0.37605
Seq172,Seq99,454,0.37525
Seq172,Seq100,454,0.37293
Seq172,Seq102,450,0.36101
Seq172,Seq101,454,0.37233
Seq172,Seq103,454,0.37994
Seq172,Seq115,346,0.17713
Seq172,Seq114,343,0.17955
Seq172,Seq124,160,0.04138
Seq172,Seq113,366,0.20604
Seq172,Seq125,160,0.04135
Seq172,Seq126,160,0.04181
Seq172,Seq116,356,0.18822
Seq172,Seq127,160,0.04106
Seq172,Seq128,160,0.042
Seq172,Seq117,364,0.21752
Seq172,Seq118,352,0.18911
Seq172,Seq119,352,0.18799
Seq172,Seq120,357,0.1871
Seq172,Seq121,374,0.2095
Seq172,Seq123,336,0.16885
Seq172,Seq122,376,0.20982
Seq172,Seq130,337,0.17108
Seq172,Seq131,344,0.17029
Seq172,Seq132,344,0.17053
Seq172,Seq133,344,0.17212
Seq172,Seq129,363,0.21151
Seq172,Seq135,360,0.20042
Seq172,Seq134,371,0.20463
Seq172,Seq136,375,0.20937
Seq172,Seq139,343,0.17964
Seq172,Seq140,346,0.17786
Seq172,Seq137,361,0.19883
Seq172,Seq138,366,0.20548
Seq172,Seq141,356,0.18931
Seq172,Seq155,160,0.04149
Seq172,Seq142,364,0.19786
Seq172,Seq143,352,0.18933
Seq172,Seq144,352,0.18789
Seq172,Seq148,336,0.16858
Seq172,Seq145,357,0.18752
Seq172,Seq146,374,0.20925
Seq172,Seq147,376,0.21022
Seq172,Seq149,356,0.18932
Seq172,Seq154,336,0.16972
Seq172,Seq153,346,0.17744
Seq172,Seq152,343,0.17928
Seq172,Seq150,361,0.19769
Seq172,Seq156,334,0.16105
Seq172,Seq151,360,0.19918
Seq172,Seq162,465,0.11939
Seq172,Seq163,465,0.12006
Seq172,Seq164,465,0.12024
Seq172,Seq158,465,0.23375
Seq172,Seq166,465,0.11968
Seq172,Seq167,462,0.12036
Seq172,Seq170,472,0.12003
Seq172,Seq171,472,0.12063
Seq172,Seq172,477,0.12006
Seq172,Seq168,456,0.13165
Seq172,Seq159,465,0.23213
Seq172,Seq160,465,0.23548
Seq172,Seq161,465,0.23122
Seq172,Seq174,472,0.12052
Seq172,Seq173,469,0.1302
Seq172,Seq175,474,0.11948
Seq172,Seq165,470,0.23883
Seq172,Seq177,454,0.1261
Seq172,Seq178,454,0.12617
Seq172,Seq157,468,0.38186
Seq172,Seq179,454,0.12659
Seq172,Seq180,454,0.12754
Seq172,Seq181,454,0.12604
Seq172,Seq176,465,0.23385
Seq172,Seq169,475,0.36212
Seq173,Seq2,0,0.48024
Seq173,Seq3,0,0.47911
Seq173,Seq1,0,0.4925
Seq173,Seq4,0,0.48009
Seq173,Seq5,0,0.47987
Seq173,Seq9,0,0.43677
Seq173,Seq6,0,0.47764
Seq173,Seq11,0,0.4554
Seq173,Seq8,0,0.4782
Seq173,Seq13,0,0.47135
Seq173,Seq7,504,0.511
Seq173,Seq12,0,0.47662
Seq173,Seq14,0,0.47658
Seq173,Seq10,0,0.49665
Seq173,Seq15,0,0.49557
Seq173,Seq16,0,0.47087
Seq173,Seq21,0,0.42917
Seq173,Seq23,0,0.42974
Seq173,Seq22,0,0.45162
Seq173,Seq20,0,0.49504
Seq173,Seq25,0,0.44533
Seq173,Seq24,0,0.44985
Seq173,Seq27,0,0.46703
Seq173,Seq29,0,0.48051
Seq173,Seq26,0,0.48819
Seq173,Seq30,0,0.48122
Seq173,Seq28,0,0.49532
Seq173,Seq18,0,0.64935
Seq173,Seq17,0,0.65447
Seq173,Seq19,0,0.65375
Seq173,Seq32,0,0.45533
Seq173,Seq31,0,0.48482
Seq173,Seq33,0,0.42207
Seq173,Seq35,0,0.4538
Seq173,Seq34,0,0.49638
Seq173,Seq36,0,0.47549
Seq173,Seq38,0,0.46768
Seq173,Seq37,0,0.47017
Seq173,Seq39,0,0.469
Seq173,Seq41,0,0.46662
Seq173,Seq40,0,0.46832
Seq173,Seq42,0,0.46907
Seq173,Seq43,0,0.47131
Seq173,Seq45,0,0.45038
Seq173,Seq44,0,0.45356
Seq173,Seq46,0,0.45422
Seq173,Seq47,0,0.45108
Seq173,Seq48,0,0.44836
Seq173,Seq50,0,0.44193
Seq173,Seq51,0,0.4472
Seq173,Seq52,0,0.48049
Seq173,Seq53,0,0.49218
Seq173,Seq54,0,0.49822
Seq173,Seq57,0,0.46862
Seq173,Seq56,0,0.47354
Seq173,Seq63,476,0.40681
Seq173,Seq58,0,0.47871
Seq173,Seq59,0,0.47363
Seq173,Seq61,0,0.45338
Seq173,Seq62,0,0.45018
Seq173,Seq55,0,0.51887
Seq173,Seq60,0,0.47272
Seq173,Seq49,0,0.69167
Seq173,Seq64,0,0.45657
Seq173,Seq65,0,0.44978
Seq173,Seq66,0,0.45083
Seq173,Seq69,476,0.4088
Seq173,Seq67,0,0.4511
Seq173,Seq68,0,0.44809
Seq173,Seq70,480,0.41516
Seq173,Seq71,478,0.41242
Seq173,Seq75,474,0.39457
Seq173,Seq77,475,0.39014
Seq173,Seq72,0,0.45441
Seq173,Seq74,0,0.44012
Seq173,Seq73,0,0.44841
Seq173,Seq78,0,0.42379
Seq173,Seq76,0,0.44794
Seq173,Seq79,0,0.45184
Seq173,Seq80,0,0.45092
Seq173,Seq81,0,0.45614
Seq173,Seq84,476,0.40354
Seq173,Seq82,0,0.45004
Seq173,Seq85,480,0.41006
Seq173,Seq83,0,0.45145
Seq173,Seq86,476,0.40925
Seq173,Seq89,481,0.41169
Seq173,Seq87,481,0.43167
Seq173,Seq92,477,0.39027
Seq173,Seq93,474,0.39923
Seq173,Seq88,0,0.45281
Seq173,Seq91,478,0.41232
Seq173,Seq90,480,0.41485
Seq173,Seq94,476,0.39444
Seq173,Seq95,478,0.39181
Seq173,Seq96,479,0.41273
Seq173,Seq105,355,0.17991
Seq173,Seq106,357,0.1854
Seq173,Seq107,357,0.18515
Seq173,Seq108,357,0.18715
Seq173,Seq104,382,0.22897
Seq173,Seq110,380,0.21768
Seq173,Seq109,389,0.22268
Seq173,Seq111,393,0.22775
Seq173,Seq112,380,0.21593
Seq173,Seq97,478,0.40834
Seq173,Seq98,478,0.40805
Seq173,Seq99,478,0.40674
Seq173,Seq102,477,0.393
Seq173,Seq100,478,0.4052
Seq173,Seq101,478,0.40486
Seq173,Seq114,361,0.19479
Seq173,Seq103,478,0.40807
Seq173,Seq115,365,0.1923
Seq173,Seq124,165,0.04479
Seq173,Seq113,385,0.22364
Seq173,Seq125,165,0.04446
Seq173,Seq126,165,0.04445
Seq173,Seq116,369,0.20577
Seq173,Seq127,165,0.04522
Seq173,Seq128,165,0.04459
Seq173,Seq117,381,0.2144
Seq173,Seq119,370,0.20366
Seq173,Seq118,365,0.206
Seq173,Seq120,373,0.20315
Seq173,Seq121,390,0.2284
Seq173,Seq123,360,0.18382
Seq173,Seq122,395,0.2274
Seq173,Seq130,355,0.17963
Seq173,Seq131,357,0.18506
Seq173,Seq132,357,0.18453
Seq173,Seq133,357,0.18657
Seq173,Seq129,382,0.22925
Seq173,Seq135,380,0.21709
Seq173,Seq134,389,0.22212
Seq173,Seq140,365,0.19305
Seq173,Seq139,361,0.19457
Seq173,Seq136,393,0.22699
Seq173,Seq137,380,0.21406
Seq173,Seq138,385,0.22323
Seq173,Seq141,369,0.20538
Seq173,Seq155,165,0.04489
Seq173,Seq143,365,0.20594
Seq173,Seq142,381,0.21645
Seq173,Seq144,370,0.20391
Seq173,Seq148,360,0.18339
Seq173,Seq145,373,0.2037
Seq173,Seq146,390,0.22737
Seq173,Seq147,395,0.22751
Seq173,Seq149,369,0.20503
Seq173,Seq154,360,0.18275
Seq173,Seq153,365,0.19259
Seq173,Seq156,352,0.17461
Seq173,Seq152,361,0.19526
Seq173,Seq150,380,0.21419
Seq173,Seq151,380,0.21634
Seq173,Seq162,465,0.13057
Seq173,Seq163,464,0.1302
Seq173,Seq164,464,0.1304
Seq173,Seq158,501,0.25203
Seq173,Seq166,465,0.1302
Seq173,Seq167,462,0.13066
Seq173,Seq170,469,0.13121
Seq173,Seq171,469,0.13093
Seq173,Seq168,491,0.14124
Seq173,Seq172,469,0.13685
Seq173,Seq159,500,0.25174
Seq173,Seq160,501,0.25723
Seq173,Seq161,501,0.25108
Seq173,Seq174,471,0.13001
Seq173,Seq173,515,0.14186
Seq173,Seq175,470,0.13039
Seq173,Seq165,505,0.25903
Seq173,Seq177,481,0.13692
Seq173,Seq178,481,0.13665
Seq173,Seq179,481,0.13701
Seq173,Seq157,505,0.41552
Seq173,Seq181,481,0.13623
Seq173,Seq180,481,0.13731
Seq173,Seq176,503,0.25208
Seq173,Seq169,510,0.40602
Seq174,Seq2,0,0.44386
Seq174,Seq1,0,0.45386
Seq174,Seq3,0,0.4431
Seq174,Seq4,0,0.44177
Seq174,Seq5,0,0.4414
Seq174,Seq6,0,0.44154
Seq174,Seq9,0,0.40242
Seq174,Seq8,0,0.44111
Seq174,Seq11,0,0.41926
Seq174,Seq12,0,0.43801
Seq174,Seq7,470,0.47116
Seq174,Seq13,0,0.43825
Seq174,Seq10,0,0.45728
Seq174,Seq14,0,0.44433
Seq174,Seq15,0,0.45458
Seq174,Seq16,0,0.43297
Seq174,Seq21,0,0.39557
Seq174,Seq23,0,0.3975
Seq174,Seq22,0,0.41347
Seq174,Seq20,0,0.45507
Seq174,Seq24,0,0.41582
Seq174,Seq25,0,0.41085
Seq174,Seq26,0,0.43101
Seq174,Seq27,0,0.43057
Seq174,Seq29,0,0.44285
Seq174,Seq30,0,0.44539
Seq174,Seq28,0,0.45905
Seq174,Seq17,0,0.6028
Seq174,Seq18,0,0.59993
Seq174,Seq19,0,0.60241
Seq174,Seq32,0,0.41945
Seq174,Seq31,0,0.44606
Seq174,Seq33,0,0.39064
Seq174,Seq35,0,0.41655
Seq174,Seq36,0,0.43691
Seq174,Seq34,0,0.45895
Seq174,Seq37,0,0.4322
Seq174,Seq38,0,0.43136
Seq174,Seq39,0,0.42996
Seq174,Seq40,0,0.43122
Seq174,Seq41,0,0.43217
Seq174,Seq42,0,0.43173
Seq174,Seq43,0,0.43485
Seq174,Seq44,0,0.41454
Seq174,Seq45,0,0.41611
Seq174,Seq46,0,0.42043
Seq174,Seq48,0,0.41066
Seq174,Seq47,0,0.4174
Seq174,Seq50,0,0.40975
Seq174,Seq51,0,0.41255
Seq174,Seq52,0,0.44015
Seq174,Seq53,0,0.45413
Seq174,Seq54,0,0.45969
Seq174,Seq56,0,0.43723
Seq174,Seq57,0,0.4316
Seq174,Seq61,0,0.41703
Seq174,Seq59,0,0.43726
Seq174,Seq62,0,0.41366
Seq174,Seq55,0,0.47859
Seq174,Seq63,451,0.37351
Seq174,Seq60,0,0.43686
Seq174,Seq58,0,0.45903
Seq174,Seq49,0,0.64159
Seq174,Seq64,0,0.41672
Seq174,Seq65,0,0.41444
Seq174,Seq66,0,0.41677
Seq174,Seq69,453,0.37537
Seq174,Seq67,0,0.41487
Seq174,Seq70,454,0.38079
Seq174,Seq68,0,0.41625
Seq174,Seq71,455,0.37576
Seq174,Seq75,448,0.36003
Seq174,Seq77,447,0.35989
Seq174,Seq72,0,0.41724
Seq174,Seq78,0,0.39368
Seq174,Seq74,0,0.40997
Seq174,Seq76,0,0.41044
Seq174,Seq73,0,0.41605
Seq174,Seq79,0,0.41424
Seq174,Seq80,0,0.41384
Seq174,Seq81,0,0.41053
Seq174,Seq84,451,0.3707
Seq174,Seq85,455,0.37593
Seq174,Seq82,0,0.42655
Seq174,Seq86,452,0.38162
Seq174,Seq83,0,0.41832
Seq174,Seq87,455,0.38275
Seq174,Seq89,455,0.38087
Seq174,Seq92,451,0.36111
Seq174,Seq94,450,0.36205
Seq174,Seq88,0,0.41902
Seq174,Seq93,449,0.36786
Seq174,Seq90,456,0.37999
Seq174,Seq91,454,0.37978
Seq174,Seq95,452,0.35901
Seq174,Seq96,454,0.37765
Seq174,Seq105,337,0.16716
Seq174,Seq106,344,0.17103
Seq174,Seq107,344,0.17063
Seq174,Seq108,344,0.17235
Seq174,Seq104,363,0.21072
Seq174,Seq110,359,0.19996
Seq174,Seq109,370,0.20484
Seq174,Seq111,373,0.2098
Seq174,Seq112,358,0.19738
Seq174,Seq97,453,0.37628
Seq174,Seq98,453,0.37571
Seq174,Seq100,453,0.37285
Seq174,Seq99,453,0.37658
Seq174,Seq102,448,0.36163
Seq174,Seq101,453,0.3735
Seq174,Seq103,453,0.37543
Seq174,Seq114,343,0.17909
Seq174,Seq115,346,0.17707
Seq174,Seq124,160,0.04097
Seq174,Seq125,160,0.04113
Seq174,Seq126,160,0.04109
Seq174,Seq116,355,0.18906
Seq174,Seq113,365,0.20792
Seq174,Seq127,160,0.04173
Seq174,Seq117,363,0.19788
Seq174,Seq128,160,0.04128
Seq174,Seq118,350,0.18997
Seq174,Seq119,351,0.18829
Seq174,Seq120,356,0.1873
Seq174,Seq123,334,0.16865
Seq174,Seq121,372,0.20998
Seq174,Seq122,376,0.20951
Seq174,Seq130,337,0.16582
Seq174,Seq131,344,0.17075
Seq174,Seq132,344,0.17072
Seq174,Seq133,344,0.17202
Seq174,Seq129,363,0.21125
Seq174,Seq134,370,0.2052
Seq174,Seq135,359,0.20184
Seq174,Seq137,358,0.19768
Seq174,Seq140,346,0.17774
Seq174,Seq136,373,0.20988
Seq174,Seq138,365,0.2062
Seq174,Seq139,343,0.19741
Seq174,Seq141,355,0.18939
Seq174,Seq155,160,0.04156
Seq174,Seq143,350,0.18833
Seq174,Seq142,363,0.19743
Seq174,Seq144,351,0.1882
Seq174,Seq148,334,0.16887
Seq174,Seq145,356,0.18755
Seq174,Seq146,372,0.20975
Seq174,Seq147,376,0.20997
Seq174,Seq149,355,0.18919
Seq174,Seq154,334,0.16917
Seq174,Seq152,343,0.17998
Seq174,Seq153,346,0.17731
Seq174,Seq156,333,0.16134
Seq174,Seq150,358,0.19749
Seq174,Seq151,359,0.20111
Seq174,Seq162,462,0.12066
Seq174,Seq163,462,0.1205
Seq174,Seq164,462,0.12032
Seq174,Seq158,465,0.23164
Seq174,Seq166,462,0.1202
Seq174,Seq167,460,0.12088
Seq174,Seq168,456,0.12999
Seq174,Seq170,471,0.12048
Seq174,Seq171,469,0.12067
Seq174,Seq159,465,0.23202
Seq174,Seq172,472,0.12138
Seq174,Seq160,465,0.23459
Seq174,Seq161,465,0.23095
Seq174,Seq174,477,0.12051
Seq174,Seq173,471,0.13077
Seq174,Seq175,471,0.12034
Seq174,Seq165,469,0.23886
Seq174,Seq157,467,0.38222
Seq174,Seq177,454,0.12592
Seq174,Seq178,454,0.12599
Seq174,Seq179,454,0.12562
Seq174,Seq180,454,0.12595
Seq174,Seq181,454,0.12574
Seq174,Seq176,465,0.23226
Seq174,Seq169,473,0.36144
Seq175,Seq2,0,0.44838
Seq175,Seq3,0,0.44307
Seq175,Seq4,0,0.44217
Seq175,Seq1,0,0.45493
Seq175,Seq5,0,0.44457
Seq175,Seq6,0,0.43813
Seq175,Seq9,0,0.40364
Seq175,Seq8,0,0.44248
Seq175,Seq11,0,0.42083
Seq175,Seq7,472,0.47164
Seq175,Seq12,0,0.43927
Seq175,Seq13,0,0.43785
Seq175,Seq10,0,0.45748
Seq175,Seq14,0,0.43965
Seq175,Seq15,0,0.45392
Seq175,Seq16,0,0.43244
Seq175,Seq21,0,0.39574
Seq175,Seq23,0,0.39767
Seq175,Seq20,0,0.45378
Seq175,Seq22,0,0.41536
Seq175,Seq25,0,0.41059
Seq175,Seq24,0,0.4162
Seq175,Seq26,0,0.43091
Seq175,Seq27,0,0.43334
Seq175,Seq29,0,0.44292
Seq175,Seq30,0,0.44449
Seq175,Seq28,0,0.4579
Seq175,Seq18,0,0.59789
Seq175,Seq19,0,0.6015
Seq175,Seq17,0,0.6071
Seq175,Seq32,0,0.41957
Seq175,Seq31,0,0.44552
Seq175,Seq33,0,0.38879
Seq175,Seq35,0,0.41593
Seq175,Seq36,0,0.43693
Seq175,Seq34,0,0.45926
Seq175,Seq37,0,0.43277
Seq175,Seq38,0,0.4326
Seq175,Seq39,0,0.43257
Seq175,Seq41,0,0.43108
Seq175,Seq42,0,0.43299
Seq175,Seq40,0,0.45404
Seq175,Seq43,0,0.43336
Seq175,Seq44,0,0.41737
Seq175,Seq45,0,0.41644
Seq175,Seq46,0,0.41954
Seq175,Seq47,0,0.41522
Seq175,Seq48,0,0.41055
Seq175,Seq50,0,0.4104
Seq175,Seq51,0,0.41229
Seq175,Seq52,0,0.43954
Seq175,Seq53,0,0.45388
Seq175,Seq54,0,0.46101
Seq175,Seq56,0,0.43638
Seq175,Seq57,0,0.43339
Seq175,Seq63,452,0.37349
Seq175,Seq59,0,0.43601
Seq175,Seq61,0,0.4176
Seq175,Seq58,0,0.44423
Seq175,Seq62,0,0.41485
Seq175,Seq55,0,0.47792
Seq175,Seq60,0,0.43265
Seq175,Seq64,0,0.4162
Seq175,Seq49,0,0.64281
Seq175,Seq65,0,0.41202
Seq175,Seq66,0,0.41662
Seq175,Seq67,0,0.41289
Seq175,Seq69,454,0.37654
Seq175,Seq68,0,0.41573
Seq175,Seq71,456,0.37741
Seq175,Seq70,455,0.38
Seq175,Seq75,449,0.36221
Seq175,Seq77,448,0.35718
Seq175,Seq78,0,0.3903
Seq175,Seq72,0,0.4195
Seq175,Seq74,0,0.40846
Seq175,Seq73,0,0.4148
Seq175,Seq76,0,0.41376
Seq175,Seq79,0,0.41378
Seq175,Seq80,0,0.41968
Seq175,Seq81,0,0.42327
Seq175,Seq84,452,0.37183
Seq175,Seq82,0,0.41671
Seq175,Seq85,454,0.37581
Seq175,Seq86,453,0.37649
Seq175,Seq83,0,0.41661
Seq175,Seq87,455,0.37967
Seq175,Seq89,456,0.38062
Seq175,Seq92,449,0.35923
Seq175,Seq90,457,0.37926
Seq175,Seq93,451,0.36693
Seq175,Seq94,451,0.36354
Seq175,Seq91,455,0.38019
Seq175,Seq88,0,0.4401
Seq175,Seq95,452,0.35844
Seq175,Seq96,455,0.37841
Seq175,Seq105,339,0.16624
Seq175,Seq107,344,0.16992
Seq175,Seq106,344,0.17075
Seq175,Seq108,344,0.17326
Seq175,Seq104,364,0.21159
Seq175,Seq109,371,0.20541
Seq175,Seq110,361,0.19976
Seq175,Seq111,375,0.20969
Seq175,Seq112,360,0.1977
Seq175,Seq97,454,0.37493
Seq175,Seq98,454,0.37614
Seq175,Seq99,454,0.37573
Seq175,Seq100,454,0.37238
Seq175,Seq102,450,0.36045
Seq175,Seq101,454,0.37294
Seq175,Seq103,454,0.37513
Seq175,Seq115,348,0.17699
Seq175,Seq124,160,0.04154
Seq175,Seq114,344,0.18006
Seq175,Seq113,366,0.20575
Seq175,Seq125,160,0.04102
Seq175,Seq126,160,0.04131
Seq175,Seq116,356,0.19072
Seq175,Seq127,160,0.04096
Seq175,Seq117,364,0.1973
Seq175,Seq128,160,0.04101
Seq175,Seq118,352,0.18956
Seq175,Seq119,354,0.18821
Seq175,Seq120,358,0.1874
Seq175,Seq123,338,0.16925
Seq175,Seq121,375,0.20938
Seq175,Seq122,377,0.21037
Seq175,Seq130,339,0.16613
Seq175,Seq131,344,0.1703
Seq175,Seq132,344,0.1703
Seq175,Seq133,344,0.17182
Seq175,Seq129,364,0.2117
Seq175,Seq135,361,0.20118
Seq175,Seq134,371,0.20484
Seq175,Seq137,360,0.19745
Seq175,Seq136,375,0.20922
Seq175,Seq138,366,0.20639
Seq175,Seq139,344,0.18271
Seq175,Seq140,348,0.17822
Seq175,Seq141,356,0.18938
Seq175,Seq155,160,0.04134
Seq175,Seq143,352,0.18944
Seq175,Seq142,364,0.19752
Seq175,Seq144,354,0.18804
Seq175,Seq145,358,0.18797
Seq175,Seq148,338,0.16914
Seq175,Seq146,375,0.2095
Seq175,Seq147,377,0.20946
Seq175,Seq149,356,0.189
Seq175,Seq156,336,0.16129
Seq175,Seq152,344,0.17943
Seq175,Seq154,338,0.16878
Seq175,Seq153,348,0.17762
Seq175,Seq150,360,0.19889
Seq175,Seq151,361,0.19963
Seq175,Seq162,466,0.12118
Seq175,Seq163,466,0.12014
Seq175,Seq164,466,0.11998
Seq175,Seq158,466,0.23211
Seq175,Seq166,466,0.12005
Seq175,Seq167,463,0.12062
Seq175,Seq170,473,0.12014
Seq175,Seq168,457,0.12974
Seq175,Seq171,473,0.12088
Seq175,Seq172,474,0.12026
Seq175,Seq159,466,0.23168
Seq175,Seq160,466,0.23553
Seq175,Seq161,466,0.23124
Seq175,Seq174,471,0.12048
Seq175,Seq173,470,0.12944
Seq175,Seq175,477,0.1204
Seq175,Seq165,471,0.23725
Seq175,Seq177,455,0.12588
Seq175,Seq157,468,0.38144
Seq175,Seq178,455,0.1246
Seq175,Seq179,455,0.12524
Seq175,Seq180,455,0.12616
Seq175,Seq181,455,0.12515
Seq175,Seq176,466,0.23179
Seq175,Seq169,475,0.36072
Seq176,Seq2,0,0.85229
Seq176,Seq3,0,0.84716
Seq176,Seq4,0,0.84823
Seq176,Seq1,0,0.87053
Seq176,Seq9,0,0.77042
Seq176,Seq5,0,0.84805
Seq176,Seq6,0,0.84404
Seq176,Seq11,0,0.82362
Seq176,Seq8,0,0.84516
Seq176,Seq12,0,0.8401
Seq176,Seq13,0,0.83837
Seq176,Seq14,0,0.84413
Seq176,Seq10,0,0.87847
Seq176,Seq7,763,0.91511
Seq176,Seq16,0,0.82741
